Produto;Preço;Pgto.;Nº Parcelas;Data;Cliente;E-mail;Estado;Regiao;DDD;Telefone
Produto B;R$ 1.000;Boleto Bancário;12;21-Apr-18;Rosidete Martins;rosidete@gmail.com;Bahia;Nordeste;71;992300000
Produto A;R$ 500;Cartão de Credito;5;21-Apr-18;Jordan Martins;jordan@gmail.com;Rio de Janeiro;Sudeste;21;967800000
Produto B;R$ 1.000;Cartão de Credito;1;21-Apr-18;Bryan Martins;bryan@gmail.com;São Paulo;Sudeste;11;977500000
Produto A;R$ 500;Cartão de Credito;3;22-Apr-18;Nadielly Martins;nadielly@gmail.com;Minas Gerais;Sudeste;31;999500000
Produto C;R$ 2.000;Boleto Bancário;1;22-Apr-18;Karen Martins;karen@gmail.com;Tocantins;Norte;63;992600000
Produto A;R$ 500;Cartão de Credito;12;22-Apr-18;Diane Martins;diane@gmail.com;São Paulo;Sudeste;13;988000000
Produto C;R$ 2.000;Cartão de Credito;12;22-Apr-18;Kelven Martins;kelven@hotmail.com;Rio Grande do Sul;Sul;53;999200000
Produto A;R$ 500;Cartão de Credito;12;22-Apr-18;Gabriely Martins;gabriely@gmail.com;São Paulo;Sudeste;11;971200000
Produto C;R$ 2.000;Cartão de Credito;2;22-Apr-18;Nathaly Martins;nathaly@hotmail.com;São Paulo;Sudeste;14;998000000
Produto A;R$ 500;Cartão de Credito;12;22-Apr-18;Wanessa Martins;wanessa@gmail.com;Pará;Norte;91;989600000
Produto A;R$ 500;Cartão de Credito;12;22-Apr-18;Luckas Martins;luckas@hotmail.com;Minas Gerais;Sudeste;38;991400000
Produto A;R$ 500;Cartão de Credito;12;22-Apr-18;Raiane Martins;raiane@gmail.com;Minas Gerais;Sudeste;35;992200000
Produto A;R$ 500;Cartão de Credito;12;23-Apr-18;Rayla Martins;rayla@hotmail.com;Rio de Janeiro;Sudeste;21;995700000
Produto C;R$ 2.000;Cartão de Credito;2;23-Apr-18;Queren Martins;queren@gmail.com;São Paulo;Sudeste;11;977300000
Produto B;R$ 1.000;Cartão de Credito;12;23-Apr-18;Teodosio Martins;teodosio@gmail.com;São Paulo;Sudeste;11;991500000
Produto A;R$ 500;Cartão de Credito;4;23-Apr-18;Winivisson Martins;winivisson@gmail.com;Sergipe;Nordeste;79;998900000
Produto B;R$ 1.000;Cartão de Credito;12;23-Apr-18;Veridiane Martins;veridiane@gmail.com;Santa Catarina;Sul;49;991600000
Produto C;R$ 2.000;Cartão de Credito;7;24-Apr-18;Davidson Martins;davidson@hotmail.com;Minas Gerais;Sudeste;31;999200000
Produto A;R$ 500;Cartão de Credito;12;24-Apr-18;Jude Martins;jude@gmail.com;Rio Grande do Norte;Nordeste;84;981100000
Produto B;R$ 1.000;Cartão de Credito;6;24-Apr-18;Luíza Martins;luiza@gmail.com;Minas Gerais;Sudeste;31;983700000
Produto C;R$ 2.000;Boleto Bancário;6;24-Apr-18;Luis Martins;luis@gmail.com;São Paulo;Sudeste;11;986700000
Produto A;R$ 500;Cartão de Credito;1;25-Apr-18;Ellem Martins;ellem@gmail.com;São Paulo;Sudeste;11;957500000
Produto A;R$ 500;Cartão de Credito;4;25-Apr-18;Cleandro Martins;cleandro@gmail.com;Rio Grande do Sul;Sul;51;993400000
Produto A;R$ 500;Boleto Bancário;1;25-Apr-18;Yasmin Martins;yasmin@gmail.com;São Paulo;Sudeste;11;942700000
Produto B;R$ 1.000;Cartão de Credito;12;25-Apr-18;Tálio Martins;talio@hotmail.com;Paraíba;Nordeste;83;996500000
Produto A;R$ 500;Cartão de Credito;1;25-Apr-18;Márcio Martins;marcio@hotmail.com;São Paulo;Sudeste;11;963700000
Produto B;R$ 1.000;Boleto Bancário;1;25-Apr-18;Ubiratan Martins;ubiratan@gmail.com;Minas Gerais;Sudeste;31;998400000
Produto A;R$ 500;Cartão de Credito;12;25-Apr-18;Athaide Martins;athaide@hotmail.com;Rio de Janeiro;Sudeste;21;991600000
Produto A;R$ 500;Cartão de Credito;12;25-Apr-18;Claudir Martins;claudir@yahoo.com.br;São Paulo;Sudeste;14;996600000
Produto A;R$ 500;Cartão de Credito;12;25-Apr-18;Kellyn Martins;kellyn@gmail.com;São Paulo;Sudeste;15;997100000
Produto A;R$ 500;Cartão de Credito;1;25-Apr-18;Amilso Martins;amilso@hotmail.com;São Paulo;Sudeste;11;997500000
Produto B;R$ 1.000;Cartão de Credito;12;25-Apr-18;Adriana Martins;adriana@gmail.com;Minas Gerais;Sudeste;31;992100000
Produto C;R$ 2.000;Boleto Bancário;1;25-Apr-18;Anita Martins;anita@yahoo.com.br;Rio de Janeiro;Sudeste;21;996300000
Produto B;R$ 1.000;Cartão de Credito;3;26-Apr-18;Mariele Martins;mariele@hotmail.com;Minas Gerais;Sudeste;32;999900000
Produto C;R$ 2.000;Boleto Bancário;1;27-Apr-18;Sâmia Martins;samia@gmail.com;São Paulo;Sudeste;11;998000000
Produto A;R$ 500;Boleto Bancário;1;27-Apr-18;Melissa Martins;melissa@gmail.com;São Paulo;Sudeste;11;985900000
Produto B;R$ 1.000;Boleto Bancário;1;27-Apr-18;Mahiz Martins;mahiz@gmail.com;São Paulo;Sudeste;11;946000000
Produto C;R$ 2.000;Cartão de Credito;1;27-Apr-18;Welinton Martins;welinton@yahoo.com.br;São Paulo;Sudeste;11;994100000
Produto A;R$ 500;Cartão de Credito;12;27-Apr-18;Antônio Martins;antonio@hotmail.com;Rio de Janeiro;Sudeste;22;997200000
Produto A;R$ 500;Cartão de Credito;3;28-Apr-18;Olival Martins;olival@outlook.com;São Paulo;Sudeste;11;987200000
Produto B;R$ 1.000;Cartão de Credito;3;28-Apr-18;Ariane Martins;ariane@gmail.com;São Paulo;Sudeste;19;992700000
Produto A;R$ 500;Cartão de Credito;2;28-Apr-18;Rodrigo Martins;rodrigo@yahoo.com.br;São Paulo;Sudeste;14;997400000
Produto C;R$ 2.000;Cartão de Credito;12;28-Apr-18;Keti Martins;keti@gmail.com;São Paulo;Sudeste;11;993300000
Produto A;R$ 500;Boleto Bancário;1;28-Apr-18;Americo Martins;americo@hotmail.com;São Paulo;Sudeste;11;953800000
Produto A;R$ 500;Cartão de Credito;12;28-Apr-18;Eduarda Martins;eduarda@gmail.com;Goiás;Centro-Oeste;62;999600000
Produto A;R$ 500;Boleto Bancário;1;29-Apr-18;Camilo Martins;camilo@gmail.com;São Paulo;Sudeste;11;965700000
Produto A;R$ 500;Cartão de Credito;12;29-Apr-18;Jaeder Martins;jaeder@hotmail.com;Minas Gerais;Sudeste;37;991100000
Produto B;R$ 1.000;Cartão de Credito;12;29-Apr-18;Davi Martins;davi@gmail.com;Acre;Norte;68;999800000
Produto C;R$ 2.000;Cartão de Credito;12;29-Apr-18;Adenilda Martins;adenilda@hotmail.com;Pernambuco;Nordeste;81;988500000
Produto C;R$ 2.000;Boleto Bancário;1;29-Apr-18;Paula Martins;paula@hotmail.com;Rio de Janeiro;Sudeste;22;988000000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-18;Larissy Martins;larissy@hotmail.com;Minas Gerais;Sudeste;31;998600000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-18;Cláudio Martins;claudio@hotmail.com;Minas Gerais;Sudeste;35;992100000
Produto B;R$ 1.000;Cartão de Credito;10;30-Apr-18;Ericka Martins;ericka@gmail.com;Paraíba;Nordeste;83;988800000
Produto A;R$ 500;Cartão de Credito;4;30-Apr-18;Terezinha Martins;terezinha@gmail.com;São Paulo;Sudeste;11;969600000
Produto A;R$ 500;Cartão de Credito;3;30-Apr-18;Lana Martins;lana@gmail.com;Rio de Janeiro;Sudeste;21;986800000
Produto C;R$ 2.000;Cartão de Credito;1;30-Apr-18;Isabela Martins;isabela@gmail.com;Minas Gerais;Sudeste;31;984200000
Produto C;R$ 2.000;Cartão de Credito;1;30-Apr-18;Jizelia Martins;jizelia@gmail.com;São Paulo;Sudeste;11;958100000
Produto A;R$ 500;Cartão de Credito;12;30-Apr-18;Pytàwà Martins;pytàwà@hotmail.com;Pará;Norte;91;980800000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-18;Noel Martins;noel@gmail.com;Minas Gerais;Sudeste;35;912700000
Produto A;R$ 500;Cartão de Credito;6;1-May-18;Cascia Martins;cascia@live.com;Rio Grande do Norte;Nordeste;84;996800000
Produto B;R$ 1.000;Cartão de Credito;1;1-May-18;Philipe Martins;philipe@yahoo.com.br;Minas Gerais;Sudeste;31;983300000
Produto B;R$ 1.000;Cartão de Credito;12;1-May-18;Rafa Martins;rafa@hotmail.com;Rondônia;Norte;69;992700000
Produto C;R$ 2.000;Cartão de Credito;1;1-May-18;Josue Martins;josue@gmail.com;São Paulo;Sudeste;11;987400000
Produto A;R$ 500;Cartão de Credito;12;1-May-18;Abner Martins;abner@gmail.com;Tocantins;Norte;63;981200000
Produto A;R$ 500;Cartão de Credito;12;1-May-18;Leomar Martins;leomar@outlook.com;Santa Catarina;Sul;49;999100000
Produto B;R$ 1.000;Boleto Bancário;1;1-May-18;Nathália Martins;nathalia@gmail.com;São Paulo;Sudeste;19;982600000
Produto C;R$ 2.000;Cartão de Credito;1;1-May-18;Ariadne Martins;ariadne@yahoo.com.br;São Paulo;Sudeste;19;991000000
Produto A;R$ 500;Cartão de Credito;10;2-May-18;Tatiana Martins;tatiana@gmail.com;São Paulo;Sudeste;11;995700000
Produto B;R$ 1.000;Cartão de Credito;6;2-May-18;Pierre Martins;pierre@gmail.com;Rio Grande do Sul;Sul;51;999100000
Produto A;R$ 500;Boleto Bancário;1;2-May-18;Isaias Martins;isaias@gmail.com;São Paulo;Sudeste;11;941500000
Produto B;R$ 1.000;Boleto Bancário;4;2-May-18;Louise Martins;louise@gmail.com;Paraná;Sul;41;988700000
Produto C;R$ 2.000;Cartão de Credito;3;2-May-18;Rogerio Martins;rogerio@hotmail.com;Rio de Janeiro;Sudeste;21;992600000
Produto A;R$ 500;Cartão de Credito;12;3-May-18;Maricelli Martins;maricelli@gmail.com;Minas Gerais;Sudeste;35;984500000
Produto A;R$ 500;Cartão de Credito;1;3-May-18;Atila Martins;atila@gmail.com;Minas Gerais;Sudeste;31;998200000
Produto B;R$ 1.000;Cartão de Credito;1;3-May-18;Josineide Martins;josineide@gmail.com;São Paulo;Sudeste;11;995200000
Produto B;R$ 1.000;Cartão de Credito;6;3-May-18;Altemir Martins;altemir@globo.com;Sergipe;Nordeste;79;991200000
Produto B;R$ 1.000;Cartão de Credito;10;3-May-18;Elibene Martins;elibene@hotmail.com;São Paulo;Sudeste;13;974000000
Produto C;R$ 2.000;Cartão de Credito;1;3-May-18;Mileni Martins;mileni@gmail.com;Rio Grande do Sul;Sul;55;981000000
Produto C;R$ 2.000;Cartão de Credito;12;3-May-18;Suelen Martins;suelen@gmail.com;Rio de Janeiro;Sudeste;21;986500000
Produto B;R$ 1.000;Cartão de Credito;1;4-May-18;Erika Martins;erika@gmail.com;Minas Gerais;Sudeste;32;988000000
Produto A;R$ 500;Cartão de Credito;1;4-May-18;Idian Martins;idian@gmail.com;Rio de Janeiro;Sudeste;21;980800000
Produto B;R$ 1.000;Boleto Bancário;1;4-May-18;Alvaro Martins;alvaro@hotmail.com;Pernambuco;Nordeste;81;982900000
Produto A;R$ 500;Boleto Bancário;1;4-May-18;Tomás Martins;tomas@gmail.com;Pernambuco;Nordeste;81;999600000
Produto C;R$ 2.000;Cartão de Credito;12;4-May-18;Natalia Martins;natalia@gmail.com;São Paulo;Sudeste;11;949000000
Produto B;R$ 1.000;Cartão de Credito;12;4-May-18;Reinaldo Martins;reinaldo@gmail.com;São Paulo;Sudeste;11;964800000
Produto A;R$ 500;Cartão de Credito;1;4-May-18;Katya Martins;katya@gmail.com;São Paulo;Sudeste;12;992200000
Produto A;R$ 500;Cartão de Credito;12;4-May-18;Everton Martins;everton@gmail.com;Rio de Janeiro;Sudeste;21;969500000
Produto C;R$ 2.000;Cartão de Credito;12;5-May-18;Giovanna Martins;giovanna@gmail.com;São Paulo;Sudeste;19;998900000
Produto A;R$ 500;Boleto Bancário;1;5-May-18;Maiara Martins;maiara@gmail.com;Rio Grande do Sul;Sul;51;994500000
Produto B;R$ 1.000;Cartão de Credito;12;5-May-18;Ernesto Martins;ernesto@gmail.com;São Paulo;Sudeste;11;963600000
Produto A;R$ 500;Cartão de Credito;1;5-May-18;Isabelle Martins;isabelle@gmail.com;Rio de Janeiro;Sudeste;21;997900000
Produto A;R$ 500;Cartão de Credito;12;5-May-18;Waltair Martins;waltair@hotmail.com;Minas Gerais;Sudeste;31;994700000
Produto B;R$ 1.000;Cartão de Credito;12;6-May-18;Walisson Martins;walisson@gmail.com;São Paulo;Sudeste;11;992900000
Produto C;R$ 2.000;Cartão de Credito;12;6-May-18;Mislene Martins;mislene@gmail.com;Minas Gerais;Sudeste;38;988100000
Produto A;R$ 500;Cartão de Credito;12;7-May-18;Marcondes Martins;marcondes@hotmail.com;Pernambuco;Nordeste;81;982000000
Produto C;R$ 2.000;Boleto Bancário;1;7-May-18;Leurian Martins;leurian@gmail.com;Rio de Janeiro;Sudeste;21;982300000
Produto B;R$ 1.000;Cartão de Credito;12;7-May-18;Rhayssa Martins;rhayssa@gmail.com;Goiás;Centro-Oeste;62;981100000
Produto B;R$ 1.000;Boleto Bancário;12;7-May-18;Heitor Martins;heitor@gmail.com;São Paulo;Sudeste;19;987600000
Produto A;R$ 500;Cartão de Credito;1;7-May-18;Luísa Martins;luisa@hotmail.com;Minas Gerais;Sudeste;35;999900000
Produto A;R$ 500;Cartão de Credito;12;7-May-18;Grazielle Martins;grazielle@hotmail.com;São Paulo;Sudeste;19;988100000
Produto B;R$ 1.000;Cartão de Credito;12;7-May-18;Neiva Martins;neiva@yahoo.com.br;São Paulo;Sudeste;19;996100000
Produto A;R$ 500;Boleto Bancário;1;8-May-18;Zaion Martins;zaion@gmail.com;São Paulo;Sudeste;12;997400000
Produto C;R$ 2.000;Cartão de Credito;12;8-May-18;Wesley Martins;wesley@gmail.com;São Paulo;Sudeste;11;957700000
Produto B;R$ 1.000;Cartão de Credito;12;8-May-18;Luan Martins;luan@gmail.com;Bahia;Nordeste;71;997300000
Produto A;R$ 500;Cartão de Credito;5;8-May-18;Ivanildo Martins;ivanildo@hotmail.com;Pernambuco;Nordeste;81;996300000
Produto A;R$ 500;Cartão de Credito;12;8-May-18;Deusdedit Martins;deusdedit@hotmail.com;Bahia;Nordeste;75;992200000
Produto A;R$ 500;Cartão de Credito;12;8-May-18;Jailson Martins;jailson@gmail.com;Sergipe;Nordeste;79;999700000
Produto A;R$ 500;Cartão de Credito;12;9-May-18;Jaido Martins;jaido@gmail.com;Santa Catarina;Sul;49;999600000
Produto A;R$ 500;Cartão de Credito;12;9-May-18;Frank Martins;frank@gmail.com;São Paulo;Sudeste;11;971400000
Produto B;R$ 1.000;Cartão de Credito;3;9-May-18;Kevyn Martins;kevyn@gmail.com;Mato Grosso do Sul;Centro-Oeste;67;984400000
Produto A;R$ 500;Boleto Bancário;1;9-May-18;Geilson Martins;geilson@gmail.com;Tocantins;Norte;63;992000000
Produto B;R$ 1.000;Cartão de Credito;12;10-May-18;Irislene Martins;irislene@gmail.com;Amazonas;Norte;92;988200000
Produto A;R$ 500;Boleto Bancário;1;10-May-18;Lauriano Martins;lauriano@gmail.com;Mato Grosso;Centro-Oeste;65;992500000
Produto C;R$ 2.000;Cartão de Credito;12;10-May-18;Marcio Martins;marcio@yahoo.com.br;Rio Grande do Sul;Sul;51;985600000
Produto B;R$ 1.000;Cartão de Credito;12;10-May-18;Edson Martins;edson@gmail.com;São Paulo;Sudeste;12;991400000
Produto A;R$ 500;Cartão de Credito;1;11-May-18;Daliana Martins;daliana@hotmail.com;São Paulo;Sudeste;11;957800000
Produto A;R$ 500;Cartão de Credito;12;11-May-18;Laryssa Martins;laryssa@gmail.com;São Paulo;Sudeste;11;945500000
Produto C;R$ 2.000;Cartão de Credito;2;11-May-18;Clara Martins;clara@hotmail.com;Rio de Janeiro;Sudeste;21;997400000
Produto C;R$ 2.000;Boleto Bancário;1;11-May-18;Gabriella Martins;gabriella@gmail.com;Rio de Janeiro;Sudeste;22;981600000
Produto B;R$ 1.000;Cartão de Credito;12;11-May-18;Zulma Martins;zulma@gmail.com;Santa Catarina;Sul;47;992800000
Produto C;R$ 2.000;Cartão de Credito;3;11-May-18;Osvaldo Martins;osvaldo@terra.com.br;São Paulo;Sudeste;11;991200000
Produto A;R$ 500;Boleto Bancário;1;11-May-18;Raimundo Martins;raimundo@hotmail.com;Maranhão;Nordeste;99;982200000
Produto C;R$ 2.000;Cartão de Credito;9;11-May-18;Cyro Martins;cyro@yahoo.com.br;Rio Grande do Sul;Sul;55;996100000
Produto B;R$ 1.000;Cartão de Credito;12;11-May-18;Levi Martins;levi@outlook.com;Rio de Janeiro;Sudeste;21;999700000
Produto A;R$ 500;Cartão de Credito;10;12-May-18;Jackeline Martins;jackeline@gmail.com;São Paulo;Sudeste;15;981600000
Produto B;R$ 1.000;Boleto Bancário;1;12-May-18;Johnny Martins;johnny@gmail.com;Bahia;Nordeste;71;988000000
Produto A;R$ 500;Cartão de Credito;10;12-May-18;Laiane Martins;laiane@gmail.com;São Paulo;Sudeste;11;974200000
Produto B;R$ 1.000;Cartão de Credito;12;12-May-18;Juracy Martins;juracy@gmail.com;Pará;Norte;91;984100000
Produto A;R$ 500;Cartão de Credito;4;13-May-18;Marianna Martins;marianna@gmail.com;Rio de Janeiro;Sudeste;21;994400000
Produto A;R$ 500;Cartão de Credito;12;13-May-18;Sônia Martins;sonia@gmail.com;Minas Gerais;Sudeste;38;988200000
Produto C;R$ 2.000;Cartão de Credito;10;13-May-18;Geam Martins;geam@hotmail.com;Rio de Janeiro;Sudeste;21;996600000
Produto A;R$ 500;Cartão de Credito;12;14-May-18;Felipe Martins;felipe@yahoo.com.br;Minas Gerais;Sudeste;34;998400000
Produto B;R$ 1.000;Cartão de Credito;8;14-May-18;Rodrigues Martins;rodrigues@gmail.com;Rio Grande do Norte;Nordeste;84;981200000
Produto A;R$ 500;Cartão de Credito;1;14-May-18;Katiússia Martins;katiússia@gmail.com;Bahia;Nordeste;75;992400000
Produto C;R$ 2.000;Cartão de Credito;12;14-May-18;Regis Martins;regis@hotmail.com;Paraná;Sul;41;999800000
Produto A;R$ 500;Cartão de Credito;12;14-May-18;Erich Martins;erich@gmail.com;São Paulo;Sudeste;11;974000000
Produto A;R$ 500;Boleto Bancário;6;15-May-18;Silvania Martins;silvania@gmail.com;Distrito Federal;Centro-Oeste;61;999600000
Produto A;R$ 500;Cartão de Credito;12;15-May-18;Maick Martins;maick@gmail.com;Minas Gerais;Sudeste;31;988000000
Produto C;R$ 2.000;Cartão de Credito;5;15-May-18;Edineia Martins;edineia@gmail.com;São Paulo;Sudeste;11;963300000
Produto C;R$ 2.000;Cartão de Credito;2;15-May-18;Kelvin Martins;kelvin@hotmail.com;São Paulo;Sudeste;11;996300000
Produto B;R$ 1.000;Cartão de Credito;10;15-May-18;Gabriela Martins;gabriela@yahoo.com.br;São Paulo;Sudeste;11;998700000
Produto B;R$ 1.000;Cartão de Credito;4;15-May-18;Alexval Martins;alexval@hotmail.com;Santa Catarina;Sul;48;999100000
Produto B;R$ 1.000;Cartão de Credito;2;15-May-18;Giulianna Martins;giulianna@gmail.com;São Paulo;Sudeste;19;971300000
Produto A;R$ 500;Boleto Bancário;1;16-May-18;Dimitrya Martins;dimitrya@gmail.com;Paraná;Sul;42;998300000
Produto A;R$ 500;Boleto Bancário;6;16-May-18;Mirela Martins;mirela@hotmail.com;São Paulo;Sudeste;11;959400000
Produto A;R$ 500;Cartão de Credito;12;16-May-18;Aliny Martins;aliny@hotmail.com;São Paulo;Sudeste;11;950700000
Produto A;R$ 500;Cartão de Credito;8;16-May-18;Ariana Martins;ariana@gmail.com;São Paulo;Sudeste;11;961400000
Produto C;R$ 2.000;Cartão de Credito;12;17-May-18;Elaine Martins;elaine@gmail.com;Rio de Janeiro;Sudeste;21;979800000
Produto A;R$ 500;Cartão de Credito;10;17-May-18;Jayne Martins;jayne@hotmail.com;Mato Grosso;Centro-Oeste;66;999200000
Produto B;R$ 1.000;Cartão de Credito;1;17-May-18;Danrley Martins;danrley@gmail.com;Rio de Janeiro;Sudeste;21;983800000
Produto B;R$ 1.000;Boleto Bancário;1;17-May-18;Vanderleia Martins;vanderleia@hotmail.com;São Paulo;Sudeste;11;952000000
Produto B;R$ 1.000;Cartão de Credito;12;17-May-18;Fabio Martins;fabio@gmail.com;Rio de Janeiro;Sudeste;21;995500000
Produto A;R$ 500;Cartão de Credito;12;17-May-18;Marlene Martins;marlene@gmail.com;São Paulo;Sudeste;11;995700000
Produto A;R$ 500;Boleto Bancário;1;17-May-18;Marciano Martins;marciano@gmail.com;Goiás;Centro-Oeste;62;992800000
Produto B;R$ 1.000;Cartão de Credito;12;17-May-18;Graciele Martins;graciele@hotmail.com;São Paulo;Sudeste;11;947500000
Produto B;R$ 1.000;Cartão de Credito;8;17-May-18;Lucas Martins;lucas@hotmail.com;São Paulo;Sudeste;11;989100000
Produto A;R$ 500;Cartão de Credito;1;17-May-18;Dourivaldo Martins;dourivaldo@hotmail.com;São Paulo;Sudeste;11;954700000
Produto A;R$ 500;Cartão de Credito;12;18-May-18;Maristhela Martins;maristhela@hotmail.com;São Paulo;Sudeste;11;959800000
Produto B;R$ 1.000;Cartão de Credito;6;18-May-18;Giuglia Martins;giuglia@gmail.com;São Paulo;Sudeste;14;997600000
Produto A;R$ 500;Cartão de Credito;1;18-May-18;Alderico Martins;alderico@hotmail.com;São Paulo;Sudeste;11;984400000
Produto B;R$ 1.000;Cartão de Credito;12;18-May-18;Cleydieny Martins;cleydieny@gmail.com;Pará;Norte;94;981500000
Produto B;R$ 1.000;Cartão de Credito;12;18-May-18;Mylene Martins;mylene@gmail.com;São Paulo;Sudeste;11;997300000
Produto B;R$ 1.000;Cartão de Credito;12;18-May-18;Felipe Martins;felipe@gmail.com;São Paulo;Sudeste;16;981300000
Produto C;R$ 2.000;Cartão de Credito;12;18-May-18;Monyke Martins;monyke@globo.com;Rio de Janeiro;Sudeste;21;993200000
Produto A;R$ 500;Cartão de Credito;1;18-May-18;Natalia Martins;natalia@hotmail.com;Maranhão;Nordeste;98;988000000
Produto A;R$ 500;Boleto Bancário;1;19-May-18;Agda Martins;agda@hotmail.com;São Paulo;Sudeste;11;975800000
Produto B;R$ 1.000;Cartão de Credito;5;19-May-18;Gizelle Martins;gizelle@gmail.com;São Paulo;Sudeste;11;957400000
Produto A;R$ 500;Cartão de Credito;1;19-May-18;Ronaldo Martins;ronaldo@gmail.com;Rio de Janeiro;Sudeste;21;973300000
Produto C;R$ 2.000;Cartão de Credito;10;19-May-18;Giulia Martins;giulia@gmail.com;São Paulo;Sudeste;11;975000000
Produto C;R$ 2.000;Boleto Bancário;1;19-May-18;Cezari Martins;cezari@gmail.com;Santa Catarina;Sul;47;997200000
Produto B;R$ 1.000;Boleto Bancário;1;19-May-18;Bettina Martins;bettina@yahoo.com.br;Rio de Janeiro;Sudeste;24;999900000
Produto A;R$ 500;Cartão de Credito;12;19-May-18;Brena Martins;brena@gmail.com;Rio de Janeiro;Sudeste;22;988300000
Produto C;R$ 2.000;Cartão de Credito;12;19-May-18;Danccelly Martins;danccelly@yahoo.com.br;São Paulo;Sudeste;11;996700000
Produto A;R$ 500;Cartão de Credito;1;19-May-18;Diogo Martins;diogo@gmail.com;São Paulo;Sudeste;11;996300000
Produto B;R$ 1.000;Cartão de Credito;12;20-May-18;Aloisio Martins;aloisio@outlook.com;São Paulo;Sudeste;17;991500000
Produto A;R$ 500;Cartão de Credito;12;20-May-18;Gabriella Martins;gabriella@gmail.com;São Paulo;Sudeste;11;982200000
Produto A;R$ 500;Boleto Bancário;1;20-May-18;Elizeu Martins;elizeu@outlook.com.br;Rio Grande do Norte;Nordeste;84;996100000
Produto A;R$ 500;Cartão de Credito;12;20-May-18;Jeny Martins;jeny@hotmail.com;Rio Grande do Norte;Nordeste;84;996500000
Produto C;R$ 2.000;Cartão de Credito;12;21-May-18;Elias Martins;elias@gmail.com;Santa Catarina;Sul;47;920800000
Produto B;R$ 1.000;Boleto Bancário;12;21-May-18;Wanderlei Martins;wanderlei@hotmail.com;São Paulo;Sudeste;15;991900000
Produto A;R$ 500;Cartão de Credito;2;21-May-18;Cauan Martins;cauan@hotmail.com;São Paulo;Sudeste;11;983300000
Produto A;R$ 500;Cartão de Credito;12;21-May-18;Suelen Martins;suelen@gmail.com;Santa Catarina;Sul;48;999000000
Produto A;R$ 500;Boleto Bancário;1;21-May-18;Jose Martins;jose@gmail.com;São Paulo;Sudeste;11;950700000
Produto C;R$ 2.000;Boleto Bancário;1;21-May-18;Victor Martins;victor@outlook.com;São Paulo;Sudeste;11;999200000
Produto A;R$ 500;Cartão de Credito;12;21-May-18;Fabiane Martins;fabiane@hotmail.com;Santa Catarina;Sul;48;984100000
